code_insee_com,typologie_territoire,alti_med,latitude,longitude,RR_med,NBJRR1_med,NBJRR5_med,NBJRR10_med,Tmin_med,Tmax_med,Insolation_med,Rayonnement_med,Force_vent_med,Tens_vap_med
46169,Rural à habitat très dispersé,205,44.718,1.308,68.2,10.0,5.0,2.0,6.9,17.4,3102.0,12018.0,1.6,10.3
46170,Rural à habitat dispersé,144,44.784,1.897,90.4,12.0,5.0,3.0,13.25,23.6,3493.0,13687.0,2.6,10.1
46171,Rural à habitat très dispersé,190,44.57,1.241,61.5,7.0,4.0,2.0,7.9,19.35,3102.0,12018.0,1.6,11.6
46172,Rural à habitat dispersé,266,44.354,1.428,60.7,8.0,4.0,2.0,7.8,18.8,3709.0,14404.0,2.2,10.7
46173,Rural à habitat dispersé,303,44.397,1.778,67.3,9.0,4.0,2.0,12.15,25.25,3310.0,12085.0,2.3,11.1
46174,Rural à habitat très dispersé,394,44.676,2.117,82.65,9.0,5.0,3.0,8.1,19.5,3349.0,12638.0,2.2,10.1
46175,Rural à habitat dispersé,342,44.623,1.972,61.45,8.0,4.0,2.0,8.3,18.3,3383.5,12351.5,2.3,10.6
46176,Rural à habitat dispersé,405,44.647,1.845,81.9,10.0,5.0,3.0,6.6,20.3,3493.0,13687.0,3.1,10.4
46177,Rural à habitat très dispersé,144,44.866,1.791,90.4,12.0,5.0,3.0,7.0,19.95,3493.0,13687.0,3.1,11.2
46178,Rural à habitat très dispersé,160,44.826,1.473,72.8,9.0,4.5,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46179,Rural à habitat très dispersé,310,44.412,1.721,71.0,9.0,5.0,2.0,12.15,25.25,3489.0,12601.5,2.3,11.1
46180,Rural à habitat dispersé,280,44.611,2.084,66.0,8.0,5.0,2.0,8.1,19.5,3383.5,12351.5,2.3,10.7
46181,Rural à habitat dispersé,383,44.684,1.693,64.2,9.0,4.0,2.0,8.1,17.7,3493.0,13687.0,3.1,10.4
46182,Bourgs ruraux,190,44.486,1.276,61.5,7.0,4.0,2.0,7.9,19.35,3709.0,14404.0,2.2,11.6
46183,Rural à habitat très dispersé,281,44.544,1.774,68.2,9.0,4.0,2.0,5.8,18.8,3493.0,13687.0,3.1,10.4
46184,Rural à habitat très dispersé,190,44.662,1.184,61.5,7.0,4.0,2.0,8.1,19.6,3102.0,12018.0,1.6,11.6
46185,Rural à habitat dispersé,170,44.94,1.607,74.9,10.0,5.0,2.0,11.45,25.4,3268.5,12172.0,2.3,11.2
46186,Rural à habitat dispersé,207,44.833,1.381,68.8,9.0,4.0,2.0,6.9,17.4,3102.0,12018.0,1.6,10.3
46187,Rural à habitat très dispersé,225,44.453,1.046,66.4,9.0,4.0,2.0,7.9,19.35,3398.0,12700.0,3.0,11.6
46188,Rural à habitat très dispersé,251,44.546,1.448,77.85,10.0,5.0,2.0,6.1,17.3,3709.0,14404.0,2.2,10.7
46189,Rural à habitat très dispersé,144,44.813,1.806,90.4,12.0,5.0,3.0,11.85,24.45,3493.0,13687.0,3.1,10.4
46190,Rural à habitat très dispersé,251,44.583,1.463,77.85,10.0,5.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46191,Bourgs ruraux,267,44.498,1.39,59.55,8.0,4.0,2.0,6.1,17.3,3709.0,14404.0,2.2,10.7
46192,Rural à habitat dispersé,160,44.868,1.589,72.8,9.0,4.5,2.0,11.45,25.4,3268.5,12172.0,2.3,11.2
46193,Rural à habitat très dispersé,270,44.86,1.704,87.2,11.0,5.0,3.0,11.85,24.45,3493.0,13687.0,3.1,11.2
46194,Rural à habitat dispersé,205,44.797,1.348,68.2,10.0,5.0,2.0,6.9,17.4,3102.0,12018.0,1.6,10.3
46195,Rural à habitat très dispersé,144,44.79,1.94,90.4,12.0,5.0,3.0,13.25,23.6,3383.5,12351.5,2.6,10.1
46196,Rural à habitat très dispersé,251,44.608,1.465,77.85,10.0,5.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46197,Rural à habitat dispersé,266,44.38,1.455,60.7,8.0,4.0,2.0,6.1,17.3,3709.0,14404.0,2.2,10.7
46198,Rural à habitat très dispersé,210,44.511,1.903,66.25,9.5,5.0,2.0,8.3,18.3,3383.5,12351.5,2.3,10.6
46199,Rural à habitat très dispersé,189,44.551,1.082,69.3,9.0,5.0,2.0,7.9,19.35,3398.0,12700.0,2.9,11.6
46200,Rural à habitat très dispersé,190,44.62,1.198,61.5,7.0,4.0,2.0,7.9,19.35,3102.0,12018.0,1.6,11.6
46201,Rural à habitat dispersé,187,44.336,1.212,59.7,7.0,4.0,2.0,9.4,18.9,3709.0,14404.0,3.0,11.4
46202,Rural à habitat dispersé,225,44.291,1.501,62.8,9.0,4.0,2.0,14.1,25.4,3709.0,14404.0,2.2,10.7
46203,Rural à habitat très dispersé,405,44.748,2.036,81.9,10.0,5.0,3.0,12.5,21.9,3349.0,12638.0,2.2,10.1
46204,Rural à habitat dispersé,364,44.687,1.585,75.5,9.0,5.0,2.0,7.1,17.35,3489.0,12601.5,2.8,10.7
46205,Rural à habitat très dispersé,190,44.575,1.293,61.5,7.0,4.0,2.0,7.9,19.35,3102.0,12018.0,1.6,11.6
46206,Rural à habitat très dispersé,193,44.297,1.193,63.1,9.0,4.0,2.0,9.4,18.9,3582.0,13430.0,3.0,11.4
46207,Rural à habitat très dispersé,185,44.613,2.185,89.55,10.0,5.0,3.0,3.7,15.0,3349.0,12638.0,2.2,10.1
46208,Rural à habitat très dispersé,160,44.874,1.636,72.8,9.0,4.5,2.0,11.45,25.4,3493.0,13687.0,3.1,11.2
46209,Rural à habitat très dispersé,160,44.85,1.43,72.8,9.0,4.5,2.0,8.2,18.2,3360.0,12556.0,2.2,10.7
46210,Rural à habitat très dispersé,364,44.564,1.51,75.5,9.0,5.0,2.0,7.1,17.35,3489.0,12601.5,2.8,10.7
46211,Rural à habitat dispersé,251,44.536,1.374,77.85,10.0,5.0,2.0,7.9,19.35,3709.0,14404.0,1.9,11.6
46212,Rural à habitat très dispersé,281,44.543,1.678,68.2,9.0,4.0,2.0,5.8,18.8,3489.0,12601.5,2.8,10.7
46213,Rural à habitat très dispersé,144,44.85,1.756,90.4,12.0,5.0,3.0,11.85,24.45,3493.0,13687.0,3.1,11.2
46214,Rural à habitat dispersé,267,44.481,1.319,59.55,8.0,4.0,2.0,7.9,19.35,3709.0,14404.0,2.2,11.6
46215,Rural à habitat dispersé,260,44.794,1.466,65.0,10.0,4.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46216,Rural à habitat dispersé,205,44.763,1.344,68.2,10.0,5.0,2.0,6.9,17.4,3102.0,12018.0,1.6,10.3
46217,Rural à habitat très dispersé,266,44.334,1.407,60.7,8.0,4.0,2.0,7.8,18.8,3709.0,14404.0,2.2,10.7
46218,Rural à habitat dispersé,190,44.5,1.158,61.5,7.0,4.0,2.0,7.9,19.35,3709.0,14404.0,3.0,11.6
46219,Rural à habitat très dispersé,251,44.621,1.393,77.85,10.0,5.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46220,Rural à habitat dispersé,160,44.861,1.519,72.8,9.0,4.5,2.0,8.0,17.35,3268.5,12172.0,2.3,10.8
46221,Rural à habitat dispersé,152,44.642,2.028,80.7,10.0,5.0,3.0,8.1,19.5,3383.5,12351.5,2.3,10.7
46222,Rural à habitat très dispersé,190,44.558,1.173,61.5,7.0,4.0,2.0,7.9,19.35,3102.0,12018.0,1.6,11.6
46223,Rural à habitat très dispersé,190,44.545,1.265,61.5,7.0,4.0,2.0,7.9,19.35,3102.0,12018.0,1.6,11.6
46224,Ceintures urbaines,267,44.465,1.388,59.55,8.0,4.0,2.0,6.1,17.3,3709.0,14404.0,2.2,10.7
46225,Bourgs ruraux,190,44.514,1.187,61.5,7.0,4.0,2.0,7.9,19.35,3709.0,14404.0,3.0,11.6
46226,Rural à habitat très dispersé,394,44.698,2.077,82.65,9.0,5.0,3.0,8.1,19.5,3349.0,12638.0,2.2,10.1
46227,Rural à habitat très dispersé,303,44.376,1.83,67.3,9.0,4.0,2.0,12.15,25.25,3310.0,12085.0,1.9,10.6
46228,Rural à habitat dispersé,142,44.897,1.817,99.95,13.0,6.0,3.0,7.0,19.95,3493.0,13687.0,2.6,11.2
46229,Bourgs ruraux,142,44.921,1.787,99.95,13.0,6.0,3.0,7.0,19.95,3493.0,13687.0,2.6,11.2
46230,Rural à habitat dispersé,303,44.402,1.855,67.3,9.0,4.0,2.0,12.15,25.25,3310.0,12085.0,1.9,10.6
46231,Bourgs ruraux,189,44.517,1.136,69.3,9.0,5.0,2.0,7.9,19.35,3398.0,12700.0,2.9,11.6
46232,Rural à habitat dispersé,170,44.996,1.638,74.9,10.0,5.0,2.0,7.15,18.55,3268.5,12172.0,2.3,11.2
46233,Rural à habitat très dispersé,281,44.625,1.719,68.2,9.0,4.0,2.0,5.8,18.8,3493.0,13687.0,3.1,10.4
46234,Rural à habitat très dispersé,230,44.64,1.294,53.8,8.0,3.0,1.0,6.9,17.4,3102.0,12018.0,1.6,10.3
46235,Rural à habitat dispersé,383,44.702,1.726,64.2,9.0,4.0,2.0,8.1,17.7,3493.0,13687.0,3.1,10.4
46236,Rural à habitat très dispersé,260,44.779,1.508,65.0,10.0,4.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46237,Rural à habitat dispersé,405,44.645,1.912,81.9,10.0,5.0,3.0,6.6,20.3,3383.5,12351.5,2.3,10.6
46238,Rural à habitat dispersé,383,44.806,1.704,64.2,9.0,4.0,2.0,11.85,24.45,3493.0,13687.0,3.1,10.4
46239,Rural à habitat très dispersé,160,44.865,1.439,72.8,9.0,4.5,2.0,8.2,18.2,3268.5,12172.0,2.2,10.7
46240,Rural à habitat très dispersé,383,44.815,1.622,64.2,9.0,4.0,2.0,11.85,24.45,3489.0,12601.5,2.8,10.7
46241,Rural à habitat dispersé,260,44.797,1.414,65.0,10.0,4.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46242,Rural à habitat dispersé,405,44.729,1.878,81.9,10.0,5.0,3.0,13.25,23.6,3493.0,13687.0,3.1,10.4
46243,Rural à habitat très dispersé,144,44.754,1.856,90.4,12.0,5.0,3.0,13.25,23.6,3493.0,13687.0,3.1,10.4
46244,Rural à habitat très dispersé,394,44.727,2.066,82.65,9.0,5.0,3.0,8.1,19.5,3349.0,12638.0,2.2,10.1
46245,Rural à habitat très dispersé,315,44.56,1.608,96.0,7.0,6.0,3.0,5.8,18.8,3489.0,12601.5,2.8,10.7
46246,Rural à habitat très dispersé,144,44.789,1.821,90.4,12.0,5.0,3.0,11.85,24.45,3493.0,13687.0,3.1,10.4
46247,Rural à habitat très dispersé,310,44.33,1.742,71.0,9.0,5.0,2.0,12.15,25.25,3310.0,12085.0,2.3,11.1
46249,Rural à habitat très dispersé,405,44.697,1.976,81.9,10.0,5.0,3.0,13.25,23.6,3383.5,12351.5,2.3,10.6
46250,Rural à habitat très dispersé,189,44.613,1.155,69.3,9.0,5.0,2.0,7.9,19.35,3102.0,12018.0,1.6,11.6
46251,Bourgs ruraux,144,44.853,1.893,90.4,12.0,5.0,3.0,7.0,19.95,NA,NA,2.6,10.1
46252,Rural à habitat très dispersé,364,44.599,1.585,75.5,9.0,5.0,2.0,7.1,17.35,3489.0,12601.5,2.8,10.7
46253,Rural à habitat très dispersé,251,44.684,1.459,77.85,10.0,5.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46254,Rural à habitat très dispersé,210,44.526,1.815,66.25,9.5,5.0,2.0,5.8,18.8,3493.0,13687.0,2.3,10.6
46255,Rural à habitat très dispersé,480,44.736,2.116,85.6,10.0,5.0,3.0,7.6,16.7,3349.0,12638.0,2.2,10.1
46256,Rural à habitat très dispersé,315,44.456,1.654,96.0,7.0,6.0,3.0,12.15,25.25,3489.0,12601.5,2.8,10.7
46257,Rural à habitat très dispersé,205,44.79,1.317,68.2,10.0,5.0,2.0,6.9,17.4,3102.0,12018.0,1.6,10.3
46258,Rural à habitat très dispersé,260,44.705,1.441,65.0,10.0,4.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46259,Rural à habitat très dispersé,230,44.694,1.399,62.3,8.0,4.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46260,Rural à habitat très dispersé,405,44.72,2.013,81.9,10.0,5.0,3.0,8.1,19.5,3383.5,12351.5,2.3,10.7
46262,Rural à habitat très dispersé,193,44.304,1.262,63.1,9.0,4.0,2.0,9.4,18.9,3709.0,14404.0,3.0,11.4
46263,Rural à habitat très dispersé,187,44.36,1.225,59.7,7.0,4.0,2.0,9.4,18.9,3709.0,14404.0,3.0,11.6
46264,Rural à habitat très dispersé,251,44.569,1.388,77.85,10.0,5.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46265,Rural à habitat dispersé,170,44.945,1.659,74.9,10.0,5.0,2.0,11.45,25.4,3268.5,12172.0,2.3,11.2
46266,Rural à habitat dispersé,280,44.612,2.113,66.0,8.0,5.0,2.0,8.1,19.5,3383.5,12351.5,2.3,10.7
46267,Rural à habitat dispersé,251,44.646,1.442,77.85,10.0,5.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46268,Rural à habitat dispersé,315,44.486,1.6,96.0,7.0,6.0,3.0,5.8,18.8,3489.0,12601.5,2.8,10.7
46269,Rural à habitat très dispersé,480,44.788,2.15,85.6,10.0,5.0,3.0,7.6,16.7,3349.0,12638.0,2.2,10.1
46270,Rural à habitat très dispersé,210,44.43,1.831,66.25,9.5,5.0,2.0,12.15,25.25,3310.0,12085.0,1.9,10.6
46271,Rural à habitat dispersé,144,44.858,1.86,90.4,12.0,5.0,3.0,7.0,19.95,3493.0,13687.0,2.6,10.1
46272,Rural à habitat très dispersé,394,44.633,2.108,82.65,9.0,5.0,3.0,8.1,19.5,3383.5,12351.5,2.3,10.7
46273,Bourgs ruraux,156,44.882,1.904,74.0,10.0,5.0,2.0,7.0,19.95,NA,NA,2.6,10.1
46276,Rural à habitat très dispersé,281,44.48,1.729,68.2,9.0,4.0,2.0,5.8,18.8,3493.0,13687.0,3.1,10.4
46277,Rural à habitat très dispersé,189,44.534,1.034,69.3,9.0,5.0,2.0,9.4,18.4,3398.0,12700.0,2.9,11.3
46279,Rural à habitat très dispersé,405,44.749,1.956,81.9,10.0,5.0,3.0,13.25,23.6,3383.5,12351.5,2.3,10.6
46280,Rural à habitat très dispersé,190,44.539,1.295,61.5,7.0,4.0,2.0,7.9,19.35,3709.0,14404.0,1.9,11.6
46281,Rural à habitat dispersé,144,44.852,1.842,90.4,12.0,5.0,3.0,7.0,19.95,3493.0,13687.0,2.6,10.1
46282,Rural à habitat très dispersé,405,44.766,2.011,81.9,10.0,5.0,3.0,12.5,21.9,3349.0,12638.0,2.2,10.1
46283,Rural à habitat dispersé,270,44.976,1.684,87.2,11.0,5.0,3.0,11.45,25.4,3268.5,12172.0,2.3,11.2
46284,Rural à habitat dispersé,156,44.888,1.853,74.0,10.0,5.0,2.0,7.0,19.95,NA,NA,2.6,10.1
46286,Rural à habitat très dispersé,156,44.838,1.942,74.0,10.0,5.0,2.0,13.25,23.6,3349.0,12638.0,2.6,10.1
46288,Rural à habitat très dispersé,394,44.68,2.049,82.65,9.0,5.0,3.0,8.1,19.5,3383.5,12351.5,2.3,10.7
46289,Rural à habitat dispersé,342,44.537,1.954,61.45,8.0,4.0,2.0,8.3,18.3,3383.5,12351.5,2.3,10.6
46290,Rural à habitat dispersé,260,44.747,1.511,65.0,10.0,4.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46292,Rural à habitat très dispersé,383,44.701,1.828,64.2,9.0,4.0,2.0,6.6,20.3,3493.0,13687.0,3.1,10.4
46293,Rural à habitat dispersé,160,44.882,1.551,72.8,9.0,4.5,2.0,8.0,17.35,3268.5,12172.0,2.3,10.8
46294,Rural à habitat très dispersé,281,44.579,1.796,68.2,9.0,4.0,2.0,5.8,18.8,3493.0,13687.0,3.1,10.4
46295,Rural à habitat dispersé,144,44.834,1.904,90.4,12.0,5.0,3.0,7.0,19.95,3493.0,13687.0,2.6,10.1
46296,Rural à habitat dispersé,267,44.449,1.314,59.55,8.0,4.0,2.0,7.9,19.35,3709.0,14404.0,2.2,11.6
46297,Rural à habitat dispersé,230,44.686,1.265,53.8,8.0,3.0,1.0,6.9,17.4,3102.0,12018.0,1.6,10.3
46299,Rural à habitat très dispersé,281,44.523,1.718,68.2,9.0,4.0,2.0,5.8,18.8,3493.0,13687.0,3.1,10.4
46301,Rural à habitat dispersé,196,44.418,1.26,55.3,8.0,4.0,2.0,7.9,19.35,3709.0,14404.0,2.2,11.6
46302,Rural à habitat très dispersé,550,44.836,2.074,112.95,11.0,7.0,4.0,12.5,21.9,3349.0,12638.0,2.2,10.1
46303,Rural à habitat très dispersé,315,44.589,1.651,96.0,7.0,6.0,3.0,5.8,18.8,3489.0,12601.5,2.8,10.7
46304,Rural à habitat très dispersé,364,44.715,1.561,75.5,9.0,5.0,2.0,7.1,17.35,3489.0,12601.5,2.8,10.7
46305,Rural à habitat très dispersé,225,44.428,1.086,66.4,9.0,4.0,2.0,7.9,19.35,3582.0,13430.0,3.0,11.6
46306,Rural à habitat très dispersé,405,44.692,1.855,81.9,10.0,5.0,3.0,6.6,20.3,3493.0,13687.0,3.1,10.4
46307,Rural à habitat très dispersé,189,44.508,1.024,69.3,9.0,5.0,2.0,9.4,18.4,3398.0,12700.0,2.9,11.3
46308,Rural à habitat très dispersé,251,44.707,1.504,77.85,10.0,5.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46309,Bourgs ruraux,104,44.907,1.464,74.1,9.0,5.0,2.0,8.0,17.35,3268.5,12172.0,2.3,10.8
46310,Rural à habitat très dispersé,364,44.627,1.59,75.5,9.0,5.0,2.0,7.1,17.35,3489.0,12601.5,2.8,10.7
46311,Rural à habitat très dispersé,550,44.881,2.036,112.95,11.0,7.0,4.0,12.5,21.9,3349.0,12638.0,2.6,10.1
46312,Rural à habitat très dispersé,170,44.975,1.636,74.9,10.0,5.0,2.0,11.45,25.4,3268.5,12172.0,2.3,11.2
46313,Rural à habitat dispersé,142,44.91,1.774,99.95,13.0,6.0,3.0,7.0,19.95,3493.0,13687.0,2.6,11.2
46314,Rural à habitat très dispersé,405,44.782,1.976,81.9,10.0,5.0,3.0,13.25,23.6,3349.0,12638.0,2.6,10.1
46315,Rural à habitat très dispersé,562,44.917,1.957,95.1,10.0,6.0,3.0,7.45,16.0,3349.0,12638.0,2.6,10.1
46316,Rural à habitat très dispersé,230,44.599,1.321,53.8,8.0,3.0,1.0,7.9,19.35,3102.0,12018.0,1.6,11.6
46317,Rural à habitat dispersé,144,44.824,1.752,90.4,12.0,5.0,3.0,11.85,24.45,3493.0,13687.0,3.1,10.4
46318,Rural à habitat très dispersé,144,44.736,1.821,90.4,12.0,5.0,3.0,6.6,20.3,3493.0,13687.0,3.1,10.4
46319,Rural à habitat dispersé,405,44.718,1.85,81.9,10.0,5.0,3.0,6.6,20.3,3493.0,13687.0,3.1,10.4
46320,Rural à habitat dispersé,281,44.476,1.686,68.2,9.0,4.0,2.0,5.8,18.8,3489.0,12601.5,2.8,10.7
46321,Rural à habitat dispersé,189,44.496,1.06,69.3,9.0,5.0,2.0,7.9,19.35,3398.0,12700.0,2.9,11.6
46322,Rural à habitat dispersé,267,44.422,1.358,59.55,8.0,4.0,2.0,7.8,18.8,3709.0,14404.0,2.2,10.7
46323,Rural à habitat très dispersé,251,44.592,1.496,77.85,10.0,5.0,2.0,7.1,17.35,3489.0,12601.5,2.8,10.7
46324,Rural à habitat très dispersé,251,44.593,1.386,77.85,10.0,5.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46328,Rural à habitat très dispersé,310,44.368,1.718,71.0,9.0,5.0,2.0,12.15,25.25,3709.0,14404.0,2.3,11.1
46329,Rural à habitat très dispersé,257,44.325,1.65,63.3,9.0,4.0,2.0,7.8,18.9,3709.0,14404.0,2.3,11.1
46330,Bourgs ruraux,270,44.945,1.693,87.2,11.0,5.0,3.0,11.45,25.4,3493.0,13687.0,2.3,11.2
46332,Rural à habitat très dispersé,394,44.652,2.073,82.65,9.0,5.0,3.0,8.1,19.5,3383.5,12351.5,2.3,10.7
46333,Rural à habitat dispersé,303,44.346,1.819,67.3,9.0,4.0,2.0,12.15,25.25,3310.0,12085.0,2.3,11.1
46334,Rural à habitat dispersé,260,44.74,1.452,65.0,10.0,4.0,2.0,7.6,17.6,3360.0,12556.0,2.3,10.6
46335,Rural à habitat dispersé,267,44.398,1.314,59.55,8.0,4.0,2.0,7.8,18.8,3709.0,14404.0,2.2,10.7
46336,Rural à habitat très dispersé,189,44.488,1.098,69.3,9.0,5.0,2.0,7.9,19.35,3398.0,12700.0,3.0,11.6
46337,Rural à habitat très dispersé,160,44.9,1.546,72.8,9.0,4.5,2.0,8.0,17.35,3268.5,12172.0,2.3,10.8
46338,Rural à habitat très dispersé,705,44.808,2.144,111.05,11.0,6.0,4.0,12.5,21.9,3349.0,12638.0,2.2,10.1
46339,Rural à habitat très dispersé,144,44.825,1.852,90.4,12.0,5.0,3.0,7.0,19.95,3493.0,13687.0,2.6,10.1
46340,Rural à habitat dispersé,251,44.518,1.454,77.85,10.0,5.0,2.0,6.1,17.3,3709.0,14404.0,2.2,10.7
47001,Centres urbains intermédiaires,50,44.203,0.626,38.0,6.5,2.5,1.0,7.9,18.3,3234.0,13215.0,2.4,11.6
47002,Rural à habitat très dispersé,83,44.489,0.34,55.6,8.5,4.0,2.0,8.2,19.2,3549.0,13641.0,2.1,12.2
47003,Rural à habitat très dispersé,63,44.641,0.383,58.45,10.0,4.0,2.0,9.85,19.5,3292.0,12665.0,2.4,11.6
47004,Bourgs ruraux,55,44.301,0.358,50.25,9.0,3.0,1.0,9.4,21.8,3749.5,14024.0,1.6,12.1
47005,Rural à habitat dispersé,65,44.623,0.286,58.6,9.0,4.0,2.0,9.85,19.5,3559.5,13956.5,2.7,11.7
47006,Rural à habitat dispersé,49,44.382,0.628,58.7,9.0,4.0,2.0,8.4,19.5,3286.0,13089.0,1.9,11.9
47007,Rural à habitat très dispersé,149,44.193,-0.08,64.0,8.0,4.0,2.0,6.75,18.0,2918.5,11773.0,1.9,11.25
47008,Rural à habitat très dispersé,97,44.231,0.246,59.6,9.0,4.0,2.0,9.4,19.0,3414.0,13316.5,1.7,11.65
47009,Rural à habitat dispersé,100,44.102,0.286,55.5,9.0,4.0,2.0,7.4,19.75,3414.0,13316.5,1.4,12.2
47010,Rural à habitat très dispersé,144,44.356,-0.002,63.2,9.0,4.0,2.0,9.1,18.9,3549.0,13641.0,2.4,11.9
47011,Rural à habitat très dispersé,218,44.374,0.955,61.3,9.0,4.0,2.0,9.3,18.6,3582.0,13430.0,3.0,11.4
47012,Rural à habitat très dispersé,97,44.286,0.17,59.6,9.0,4.0,2.0,7.3,19.05,3549.0,13641.0,1.7,11.65
47013,Rural à habitat dispersé,137,44.384,0.067,56.8,9.0,4.0,2.0,9.1,18.9,3549.0,13641.0,2.1,12.2
47014,Rural à habitat très dispersé,83,44.556,0.39,55.6,8.5,4.0,2.0,8.2,19.2,3549.0,13641.0,2.1,12.2
47015,Bourgs ruraux,160,44.065,0.658,56.15,9.0,4.0,2.0,7.9,18.3,3234.0,13215.0,2.4,11.6
47016,Rural à habitat dispersé,160,44.138,0.568,56.15,9.0,4.0,2.0,7.9,18.3,3234.0,13215.0,2.4,11.6
47017,Rural à habitat très dispersé,136,44.341,0.815,57.8,9.0,4.0,2.0,8.25,19.65,3286.0,13089.0,2.0,11.4
47018,Rural à habitat dispersé,31,44.654,0.244,67.75,10.0,4.0,2.0,9.85,19.5,3559.5,13956.5,2.7,11.7
47019,Rural à habitat dispersé,50,44.259,0.702,38.0,6.5,2.5,1.0,9.5,19.5,3234.0,13215.0,2.4,11.6
47020,Rural à habitat très dispersé,70,44.682,0.149,58.5,9.0,4.0,1.0,9.85,19.5,3559.5,13956.5,2.7,11.7
47021,Rural à habitat dispersé,100,44.159,0.244,55.5,9.0,4.0,2.0,9.4,19.0,3414.0,13316.5,1.4,12.2
47022,Rural à habitat dispersé,55,44.268,0.427,50.25,9.0,3.0,1.0,8.8,19.8,3749.5,14024.0,1.6,12.1
47023,Rural à habitat très dispersé,52,44.511,0.623,64.0,9.5,5.0,2.0,8.4,19.5,3286.0,13089.0,1.9,11.9
47024,Bourgs ruraux,95,44.533,0.145,54.0,9.0,4.0,1.0,9.5,19.35,3559.5,13956.5,2.7,11.7
47025,Rural à habitat dispersé,126,44.275,0.896,68.5,11.0,5.0,2.5,9.5,19.5,3582.0,13430.0,2.0,11.4
47026,Rural à habitat très dispersé,144,44.314,0.033,63.2,9.0,4.0,2.0,9.1,18.9,2918.5,11773.0,1.7,11.65
47027,Ceintures urbaines,50,44.41,0.67,80.5,11.5,6.0,3.0,8.4,19.5,3286.0,13089.0,1.9,11.9
47028,Rural à habitat dispersé,30,44.487,0.26,53.7,9.0,4.0,2.0,8.2,19.2,3549.0,13641.0,2.1,12.2
47029,Rural à habitat très dispersé,195,44.609,0.96,65.2,9.0,5.0,2.0,9.4,18.4,3398.0,12700.0,2.9,11.3
47030,Rural à habitat très dispersé,218,44.295,0.859,61.3,9.0,4.0,2.0,9.5,19.5,3286.0,13089.0,2.0,11.4
47031,Ceintures urbaines,49,44.17,0.647,58.0,9.0,4.0,2.0,7.9,18.3,3234.0,13215.0,2.4,11.6
47032,Ceintures urbaines,50,44.208,0.689,38.0,6.5,2.5,1.0,7.9,18.3,3234.0,13215.0,2.4,11.6
47033,Rural à habitat dispersé,50,44.544,0.678,80.5,11.5,6.0,3.0,8.8,19.8,3286.0,13089.0,1.9,11.9
47034,Rural à habitat dispersé,137,44.404,0.1,56.8,9.0,4.0,2.0,9.1,18.9,3549.0,13641.0,2.1,12.2
47035,Rural à habitat très dispersé,63,44.619,0.42,58.45,10.0,4.0,2.0,9.85,19.5,3292.0,12665.0,2.4,11.6
47036,Rural à habitat très dispersé,218,44.425,0.973,61.3,9.0,4.0,2.0,9.4,18.4,3398.0,12700.0,2.9,11.3
47037,Rural à habitat très dispersé,95,44.632,0.677,62.3,9.0,4.0,2.0,8.8,19.8,3286.0,13089.0,1.9,11.9
47038,Rural à habitat dispersé,55,44.333,0.403,50.25,9.0,3.0,1.0,8.8,19.8,3749.5,14024.0,1.6,12.1
47039,Rural à habitat très dispersé,149,44.154,0.082,64.0,8.0,4.0,2.0,8.2,19.4,2918.5,11773.0,1.8,11.6
47040,Ceintures urbaines,58,44.202,0.558,54.45,8.0,4.0,1.0,7.9,18.3,3234.0,13215.0,2.4,11.6
47041,Rural à habitat dispersé,55,44.207,0.405,50.25,9.0,3.0,1.0,9.4,21.8,3749.5,14024.0,1.6,12.1
47042,Rural à habitat très dispersé,81,44.451,0.453,62.85,10.0,4.0,2.0,8.8,19.8,3749.5,14024.0,1.6,12.1
47043,Rural à habitat dispersé,44,44.254,0.302,57.35,12.0,5.0,1.5,9.4,21.8,3749.5,14024.0,1.7,11.65
47044,Rural à habitat dispersé,136,44.66,0.562,58.1,9.0,4.0,2.0,7.6,19.2,3292.0,12665.0,2.4,11.6
47045,Rural à habitat très dispersé,110,44.136,0.417,58.6,9.0,4.0,2.0,7.4,19.75,3414.0,13316.5,1.4,12.2
47046,Rural à habitat dispersé,44,44.373,0.226,57.35,12.0,5.0,1.5,8.2,19.2,3549.0,13641.0,2.1,12.2
47047,Rural à habitat très dispersé,65,44.596,0.278,58.6,9.0,4.0,2.0,9.85,19.5,3559.5,13956.5,2.7,11.7
47048,Bourgs ruraux,50,44.547,0.628,80.5,11.5,6.0,3.0,8.8,19.8,3286.0,13089.0,1.9,11.9
